"id","title","author","genre","text","emotion","emotion_intensity","audio_features","release_date","created_at","updated_at"
668,"I'm a Believer","The Monkees","pop","I thought love was only true in fairy tales Meant for someone else, but not for me Ah, love was out to get me That's the way it seemed Disappointment haunted all my dreams Then I saw her face, now I'm a believer Not a trace of doubt in my mind I'm in love (mm, oh) I'm a believer, I couldn't leave her if I tried I thought love was more or less a given thing Seems the more I gave, the less I got What's the use in tryin'? All you get is pain When I needed sunshine, I got rain Oh, then I saw her face, now I'm a believer Not a trace of doubt in my mind I'm in love (mm, oh) I'm a believer, I couldn't leave her if I tried Oh, the magic Ah, love was out to get me No, that's the way it seemed Disappointment haunted all my dreams Ah, then I saw her face, now I'm a believer Not a trace of doubt in my mind I'm in love (mm, oh) Ah, I'm a believer, I couldn't leave her if I tried Yes, I saw her face, now I'm a believer And not a trace of doubt in my mind Said I'm a believer, yeah, yeah, yeah, yeah, yeah, yeah (I'm a believer) Said I'm a believer, yeah (I'm a believer) Said I'm a believer, yeah, yeah (I'm a believer)","happiness","8.5","{""tempo"": 161.84521484375, ""energy"": 0.9104843139648438, ""danceability"": 0.27245137095451355, ""acousticness"": 0.3247411549091339, ""instrumentalness"": 0.07035380601882935, ""valence"": 0.6939756870269775, ""key"": 0, ""mode"": 1, ""loudness"": 14.447747230529785, ""speechiness"": 0.9454132318496704, ""duration"": 165.61}","2012-01-01","2026-03-21 16:48:57.640132","2026-03-21 16:48:57.640135"
676,"1-2-5","The Haunted","folk","A last minute descision. Lay it all on the line. Glaspipe recollections of antichrist. The neminees all on fire. Cash money upfront. We're all part of the scam. Dead stars at the end of the rope. A fake miracle to behold. Life is bright! Itall take out your eyes! Burn these lies! Cut away ties! (Chorus:) Ninety nine, ninety nine knives. Ninety nine knives inside. Ninety nine, ninety nine. Ninety nine knives inside. Separate the symptoms, Drom the real disease. A pale ghostlike rendition of consuquence. The irony covers the crime. Reenact trauma. A safe pattern to fuse. Preetens giving head in the backroom. A family built on abuse. (Chorus:) Ninety nine, ninety nine knives. Ninety nine knives inside. Ninety nine, ninety nine. Ninety nine knives inside. No one gets out alive!","anger","8.8","{""tempo"": 123.247314453125, ""energy"": 0.9677504897117615, ""danceability"": 0.27670562267303467, ""acousticness"": 0.005954337771981955, ""instrumentalness"": 0.04827703908085823, ""valence"": 0.6103078722953796, ""key"": 0, ""mode"": 1, ""loudness"": 10.963401794433594, ""speechiness"": 0.8985258340835571, ""duration"": 151.8}","2010-01-01","2026-03-21 16:49:08.271551","2026-03-21 16:49:08.271553"
678,"Песенка о медведях","Аида Ведищева","rusestrada","Где-то на белом свете, там, где всегда мороз Трутся спиной медведи о земную ось Мимо плывут столетья, спят подо льдом моря Трутся об ось медведи, вертится Земля Ла-ла-ла-ла-ла-ла-ла Вертится быстрей Зeмля Трутся они, стараясь, вертят земную ось Чтобы влюблённым раньше встретиться пришлось Чтобы однажды утром, раньше на год иль два Кто-то сказал кому-то главные слова А-а-а-а-а-а-а Вертится быстрей Земля Ла-ла-ла-ла-ла-ла-ла Вертится быстрей Земля Вслед за весенним ливнем, раньше придёт рассвет И для двоих счастливых много-много лет Будут сверкать зарницы, будут ручьи звенеть Будет туман клубиться, белый, как медведь Где-то на белом свете, там, где всегда мороз Трутся спиной медведи о земную ось Мимо плывут столетья, спят подо льдом моря Трутся об ось медведи, вертится Земля Ла-ла-ла-ла-ла-ла-ла Вертится быстрей Земля А-а-а-а-а-а-а Вертится быстрей Земля А-а-а-а-а-а-а Вертится быстрей Земля Ла-ла-ла-ла-ла-ла-ла Вертится быстрей Земля","happiness","8.1","{""tempo"": 103.60746765136719, ""energy"": 0.3890771269798279, ""danceability"": 0.7369793057441711, ""acousticness"": 0.7739228010177612, ""instrumentalness"": 0.17180663347244263, ""valence"": 0.8381497263908386, ""key"": 0, ""mode"": 1, ""loudness"": 18.08970832824707, ""speechiness"": 0.827568769454956, ""duration"": 178.12}","2021-01-01","2026-03-21 16:49:25.771592","2026-03-21 16:49:25.771594"
704,"Friday on My Mind","The Easybeats","rock","Monday morning feels so bad Everybody seems to nag me Coming Tuesday, I feel better Even my old man looks good Wednesday just don't go Thursday goes too slow I've got Friday on my mind Gonna have fun in the city Be with my girl, she's so pretty She looks fine tonight She is out of sight to me (Tonight) I spend my bread (Tonight) I lose my head (Tonight) I got to get tonight Monday I have Friday on my mind Do the five day drag once more I know of nothing else that bugs me More than working for the rich man Hey, I'll change that scene one day Today I might be mad Tomorrow I'll be glad 'Cause I've got Friday on my mind I'm gonna have fun in the city Be with my girl, she's so pretty She looks fine tonight She is out of sight to me (Tonight) I spend my bread (Tonight) I lose my head (Tonight) I got to get tonight Monday I have Friday on my mind Gonna have fun in the city I'll be with my girl, she's so pretty I'm gonna have fun in the city I'll be with my girl, she's so pretty I'm gonna have fun in the city I'll be with my girl, she's so pretty","happiness","6.8","{""tempo"": 94.9951171875, ""energy"": 0.8407715559005737, ""danceability"": 0.38243597745895386, ""acousticness"": 0.14712801575660706, ""instrumentalness"": 0.13371463119983673, ""valence"": 0.761544406414032, ""key"": 0, ""mode"": 1, ""loudness"": 16.891353607177734, ""speechiness"": 0.9194698929786682, ""duration"": 163.86}","2026-01-01","2026-03-21 16:49:37.266882","2026-03-21 16:49:37.266885"
677,"No More Lonely Nights","Charlie Musselwhite","rock","I'm not going to spend another lonely night by myself I'm not going to spend another lonely night by myself If I can't find my baby, I'll have to carry somebody else All night last night I haven't slept a wink this day All night last night I haven't slept a wink this day I can't find my baby, well, I'll get myself someone else Yesterday has been long road, lonesome day Yesterday has been long, long and lonesome day And what looks like tomorrow Yes, it's gonna be same old way","sadness","6.8","{""tempo"": 165.73622131347656, ""energy"": 0.7889676094055176, ""danceability"": 0.06787233799695969, ""acousticness"": 0.8764053583145142, ""instrumentalness"": 0.20768782496452332, ""valence"": 0.17407995462417603, ""key"": 0, ""mode"": 1, ""loudness"": 17.853416442871094, ""speechiness"": 0.6454232335090637, ""duration"": 318.98}","1967-01-01","2026-03-21 16:49:49.670948","2026-03-21 16:49:49.67095"
679,"Yummy Yummy Yummy","Ohio Express","pop","Pa-ra, pa-ra-ra-ra-ra Pa-ra-ra-ra-ra, pa-ra-ra-ra (alright now) Yummy, yummy, yummy I got love in my tummy And I feel like a-loving you Love, you're such a sweet thing Good enough to eat thing And that's just a-what I'm gonna do Ooh, love to hold ya Ooh, love to kiss ya Ooh, love, I love it so Ooh, love, you're sweeter Sweeter than sugar Ooh, love, I won't let you go Yummy, yummy, yummy I got love in my tummy (pa-ra-ra-ra-ra) And as silly as it may seem (pa-ra-ra-ra) The lovin' that you're givin' Is what keeps me livin' (pa-ra-ra-ra-ra) And your love is like peaches and cream (pa-ra-ra-ra) Kind-a like sugar Kind-a like spices Kind-a like, like what you do Kind-a sounds funny But I love honey And honey, I love you Pa-ra, pa-ra-ra-ra-ra Pa-ra-ra-ra-ra, pa-ra-ra-ra Yummy, yummy, yummy I got love in my tummy That your love can satisfy Love, you're such a sweet thing Good enough to eat thing And sweet thing, that ain't no lie I love to hold ya I love to kiss ya Ooh, love, I love it so Ooh, love, you're sweeter Sweeter than sugar Ooh, love, I won't let you go Pa-ra-ra, pa-ra-ra-ra-ra Pa-ra-ra-ra Sweet thing (pa-ra-ra-ra) Yummy, yummy (pa-ra-ra-ra) (Pa-ra-ra-ra-ra, pa-ra-ra-ra) Sweet thing (pa-ra-ra-ra-ra) Yummy, yummy (pa-ra-ra-ra) Sweet thing","happiness","9.1","{""tempo"": 133.9068603515625, ""energy"": 0.9343197345733643, ""danceability"": 0.5101311802864075, ""acousticness"": 0.6071945428848267, ""instrumentalness"": 0.11813134700059891, ""valence"": 0.7741916179656982, ""key"": 0, ""mode"": 0, ""loudness"": 18.002363204956055, ""speechiness"": 0.9314138293266296, ""duration"": 137.64}","2010-01-01","2026-03-21 16:50:07.41318","2026-03-21 16:50:07.413183"
680,"I Had Too Much To Dream (Last Night)","Electric Prunes","rock","Last night, your shadow fell upon my lonely room I touched your golden hair, and tasted your perfume Your eyes were filled with love, the way they used to be Your gentle hand reached out to comfort me Oh, then came the dawn And you were gone You were gone, gone, gone I had too much to dream last night Too much to dream I'm not ready to face the light I had too much to dream, last night, last night The room was empty as I staggered from my bed I could not bear the image racing through my head You were so real that I could feel your eagerness And when you raised your lips for me to kiss Came the dawn And you were gone You were gone, gone, gone I had too much to dream last night Too much to dream I'm not ready to face the light I had too much to dream, last night, last night I had too much to dream last night Too much to dream I'm not ready to face the light I had too much to dream, last night, last night Oh, too much to dream Oh, too much to dream Too much to dream last night Oh, too much to dream Oh, too much to dream Oh, too much to dream Oh, I had too much to dream","sadness","8.5","{""tempo"": 147.7977294921875, ""energy"": 0.8679903745651245, ""danceability"": 0.22963812947273254, ""acousticness"": 0.3366411626338959, ""instrumentalness"": 0.1383153349161148, ""valence"": 0.15437981486320496, ""key"": 0, ""mode"": 0, ""loudness"": 18.923965454101562, ""speechiness"": 0.9179292321205139, ""duration"": 176.36}","2013-01-01","2026-03-21 16:50:21.059685","2026-03-21 16:50:21.059692"
681,"Pipeline","The Chantays","rock","Badlees, The The Unfortunate Result Of Spare Time The Unfunny Just be clever for clever's sake, starin' at the ceiling into shadow-fakes The circle-smokes in the ladies room only got you as far as the roles assumed A glimpse of the perfect crime is just a reverie away Whadaya say we hang there a while for expediency's sake? And fantasize the great demise of the unfunny Cut and dry, we'll bid good-bye to the unfunny Their personality inspires like a five pound bag of fertilizer Like living in a house with fifteen cats, you're unaware of the stench when a line goes flat A glimpse of the perfect crime is just a reverie away Whadaya say we hang there a while for expediency's sake? And fantasize the great demise of the unfunny Set 'em up, we'll drink a cup to the unfunny","sadness","7.5","{""tempo"": 152.08534240722656, ""energy"": 0.9200676083564758, ""danceability"": 0.5203859210014343, ""acousticness"": 0.8165848851203918, ""instrumentalness"": 0.8188484311103821, ""valence"": 0.36279603838920593, ""key"": 0, ""mode"": 0, ""loudness"": 15.182701110839844, ""speechiness"": 0.12960867583751678, ""duration"": 139.25}","2014-01-01","2026-03-21 16:50:35.977328","2026-03-21 16:50:35.977331"
709,"Journey To The Center of the Mind","Amboy Dukes Featuring Ted Nugent","rock","Leave your cares behind Come with us and find The pleasures of a journey to the center of the mind Come along if you care Come along if you dare Take a ride to the land inside of your mind Beyond the seas of thought Beyond the realm of what Across the streams of hopes and dreams Where things are really not Come along if you care Come along if you dare Take a ride to the land inside of your mind But please realize You'll probably be surprised For it's the land unknown to man Where fantasy is fact So if you can, please understand You might not come back Come along if you care Come along if you dare Take a ride to the land inside and you'll see How happy life could be If all of mankind Would take the time to journey to the center of the mind Would take the time to journey to the center of the mind Center of the mind","happiness","8.2","{""tempo"": 151.25802612304688, ""energy"": 0.7894678115844727, ""danceability"": 0.44834011793136597, ""acousticness"": 0.08230376243591309, ""instrumentalness"": 0.14333322644233704, ""valence"": 0.4461226463317871, ""key"": 0, ""mode"": 1, ""loudness"": 15.273330688476562, ""speechiness"": 0.8366502523422241, ""duration"": 215.44}","1999-01-01","2026-03-21 16:56:11.980472","2026-03-21 16:56:11.980475"
682,"96 Tears","? & The Mysterians","rock","Too many teardrops for one heart To be cryin' Too many teardrops for one heart To carry on You're way on top now Since you left me You're always laughin' Way down at me But watch out now I'm gonna get there We'll be together For just a little while And then I'm gonna put you Way down here And you'll start cryin' 96 tears Cry Cry And when the sun comes up, I'll be on top You'll be right down there lookin' up And I might wave, come up here But I don't see you wavin' now I'm way down here wonderin' how I'm gonna get you, but I know now I'll just cry, cry I'll just cry Too many teardrops for one heart To be cryin' Too many teardrops for one heart To carry on You're gonna cry 96 tears You're gonna cry 96 tears You're gonna cry, cry-cry-cry, now You're gonna cry, cry-cry-cry 96 tears, c'mon, let me hear you cry, now 96 tears, ooh, I wanna hear you cry Night and day, yeah, all night long 96 tears, cry-cry-cry C'mon, baby, let me hear you cry now All night long, 96 tears Yeah, c'mon now, 96 tears","sadness","8.5","{""tempo"": 123.88597106933594, ""energy"": 0.9705168008804321, ""danceability"": 0.3456299304962158, ""acousticness"": 0.1467716097831726, ""instrumentalness"": 0.05240696296095848, ""valence"": 0.6565971970558167, ""key"": 0, ""mode"": 1, ""loudness"": 12.130979537963867, ""speechiness"": 0.94573974609375, ""duration"": 176.86}","2005-01-01","2026-03-21 16:50:48.514045","2026-03-21 16:50:48.514047"
684,"Venus","Shocking Blue","pop","A goddess on a mountain top Was burning like a silver flame The summit of beauty and love And Venus was her name She's got it Yeah, baby, she's got it Well, I'm your Venus I'm your fire at your desire Well, I'm your Venus I'm your fire at your desire Her weapons were her crystal eyes Making every man mad Black as the dark night, she was Got what no one else had, whoa! She's got it Yeah, baby, she's got it Well, I'm your Venus I'm your fire at your desire Well, I'm your Venus I'm your fire at your desire Ah-ah-ah, ah-ah, ah-ah Ah-ah-ah, ah-ah, ah-ah She's got it Yeah, baby, she's got it Well, I'm your Venus I'm your fire at your desire Well, I'm your Venus I'm your fire at your desire","happiness","8.2","{""tempo"": 128.2147216796875, ""energy"": 0.9368242025375366, ""danceability"": 0.3159709870815277, ""acousticness"": 0.4917011559009552, ""instrumentalness"": 0.30786943435668945, ""valence"": 0.6923092007637024, ""key"": 0, ""mode"": 0, ""loudness"": 12.912654876708984, ""speechiness"": 0.7214981913566589, ""duration"": 187.53}","1975-01-01","2026-03-21 16:50:58.083201","2026-03-21 16:50:58.083203"
687,"Песенка друзей","Геннадий Гладков","ruspop","Ничего на свете лучше нету Чем бродить друзьям по белу свету! Тем кто дружен не страшны тревоги! Нам любые дороги дороги! Нам любые дороги дороги! Ла-ла-ла-ла-ла-ла Ла-ла-ла-ла-ла-ла е-ее-ее Мы своё призванье не забудем! (И вдруг) Смех и радость мы приносим людям! Нам дворцов заманчивые своды Не заменят никогда свободы! Не заменят никогда свободы! Эти весёлые трубадуры и прекрасная принцесса Выбежали из замка и догнали повозку! Друзья снова были вместе! Наш ковёр – цветочная поляна! Наши стены – сосны великаны! Наша крыша – небо голубое! Наше счастье – жить такой судьбою! Наше счастье – жить такой судьбою! Ла-ла-ла-ла-ла ла-ла-ла-ла-ла-ла-ла–ла Ла-ла-ла-ла-ла ла-ла-ла-ла-ла-ла-ла-ла Ла-ла-ла ла-ла-ла-ла е-ее-ее","happiness","9.8","{""tempo"": 125.96841430664062, ""energy"": 0.9369674921035767, ""danceability"": 0.48146629333496094, ""acousticness"": 0.8637720942497253, ""instrumentalness"": 0.19360266625881195, ""valence"": 0.8229209184646606, ""key"": 0, ""mode"": 1, ""loudness"": 15.990497589111328, ""speechiness"": 0.779621422290802, ""duration"": 134.68}","2025-01-01","2026-03-21 16:51:21.770594","2026-03-21 16:51:21.770596"
688,"Light My Fire","The Doors","allrock","You know that it would be untrue You know that I would be a liar If I was to say to you Girl, we couldn't get much higher Come on, baby, light my fire Come on, baby, light my fire Try to set the night on fire The time to hesitate is through No time to wallow in the mire Try now, we can only lose And our love become a funeral pyre Come on, baby, light my fire Come on, baby, light my fire Try to set the night on fire, yeah The time to hesitate is through No time to wallow in the mire Try now, we can only lose And our love become a funeral pyre Come on, baby, light my fire Come on, baby, light my fire Try to set the night on fire, yeah You know that it would be untrue You know that I would be a liar If I was to say to you Girl, we couldn't get much higher Come on, baby, light my fire Come on, baby, light my fire Try to set the night on fire Try to set the night on fire Try to set the night on fire Try to set the night on fire","happiness","9.2","{""tempo"": 126.05291748046875, ""energy"": 0.655799925327301, ""danceability"": 0.18959832191467285, ""acousticness"": 0.5034011602401733, ""instrumentalness"": 0.3752097487449646, ""valence"": 0.5248618125915527, ""key"": 0, ""mode"": 1, ""loudness"": 14.597646713256836, ""speechiness"": 0.6326290369033813, ""duration"": 430.45}","1967-01-01","2026-03-21 16:51:36.046769","2026-03-21 16:51:36.046771"
689,"Spoonful","Howlin' Wolf","blues","It could be a spoonful of diamond, It could be a spoonful of gold, Just a little spoon of your precious love, Satisfy my soul. Men lies about little, Some of them cries about little, Some of them dies about littles, Everything fight about a spoonful, Dat spoon, dat spoon, dat ... It could be a spoonful of coffee, Could be a spoonful of tea, But a little spoon of your precious love, Good enough for me. Men lies about that, Some of them dies about that, Some of them cries about that, But everything fight about a spoonful. That spoon, dat spoon, dat ... It could be a spoonful of water, Saved from the deserts sand, But one spoon of them fortifies. Save you from another man. Men lies about that, Some of them cries about that, Some of them dies about that, Everybody fightin' about a spoonful. That spoon, dat spoon, dat ...","happiness","8.2","{""tempo"": 119.4636001586914, ""energy"": 0.9304928779602051, ""danceability"": 0.28571105003356934, ""acousticness"": 0.6073008179664612, ""instrumentalness"": 0.22858476638793945, ""valence"": 0.6558467149734497, ""key"": 0, ""mode"": 0, ""loudness"": 11.758721351623535, ""speechiness"": 0.7711301445960999, ""duration"": 166.33}","1991-01-01","2026-03-21 16:51:48.388379","2026-03-21 16:51:48.388382"
784,"Wooly Bully","Sam The Sham & The Pharaohs","rock","Uno, dos One, two, tres, cuatro Yes, Wooly Bully Watch it now, watch it Here he come, here he come Watch it now, he git ya Matty told Hatty about a thing she saw Had two big horns and a wooly jaw Wooly Bully, Wooly Bully, yeah, drive Wooly Bully, Wooly Bully, Wooly Bully Hatty told Matty, let's don't take no chance Let's not be L-seven, come and learn to dance Wooly Bully, Wooly Bully Wooly Bully, Wooly Bully, Wooly Bully Watch it now, watch it, watch it, watch it Yeah Yeah, drive, drive, drive Matty told Hatty, that's the thing to do Get you someone really pull the wool with you Wooly Bully, Wooly Bully Wooly Bully, Wooly Bully, Wooly Bully Watch it now, watch it, here he come You got it, you got it","happiness","8.5","{""tempo"": 140.58209228515625, ""energy"": 0.8881969451904297, ""danceability"": 0.38581159710884094, ""acousticness"": 0.23253439366817474, ""instrumentalness"": 0.054279688745737076, ""valence"": 0.7098673582077026, ""key"": 0, ""mode"": 1, ""loudness"": 15.140241622924805, ""speechiness"": 0.9163947701454163, ""duration"": 138.86}","2011-01-01","2026-03-21 17:14:20.382875","2026-03-21 17:14:20.382877"
690,"The Letter","The Box Tops","soundtrack","Thank you all for coming tonight And being so nice We're gnna play our last song for you now And this is the first song we ever recorded in our lives It's still the biggest hit we've ever had yet One called ""The Letter"", thank you Gimme a ticket for an aeroplane Ain't got time to take a fast train Lonely days are gone, I'm a-goin' home My baby, she wrote me a letter Well, I don't care how much I gotta spend Got to get back to my baby again Lonely days are gone, I'm a-goin' home My baby, she wrote me a letter Well, she wrote me a letter Said she couldn't live without me no more Listen mister, can't you see I got to get back to my baby once more? Anyway, gimme a ticket for an aeroplane, baby Ain't got time to take a fast train Lonely days are gone, I'm a-goin' home My baby, just-a wrote me a letter Well, she wrote me a letter Said she couldn't live without me no more Now, listen to me I gotta get back to my baby once more Anyway, give me a ticket for an aeroplane Ain't got time to take a fast train Lonely days are gone, I'm a-goin' home My baby, she wrote me a letter Because my baby, she wrote me a letter Thank you all, goodnight","happiness","6.4","{""tempo"": 139.4831085205078, ""energy"": 0.5363651514053345, ""danceability"": 0.3269607722759247, ""acousticness"": 0.7354466915130615, ""instrumentalness"": 0.06603419780731201, ""valence"": 0.4030604660511017, ""key"": 0, ""mode"": 0, ""loudness"": 14.738204002380371, ""speechiness"": 0.9528769254684448, ""duration"": 114.62}","2018-01-01","2026-03-21 16:52:02.214556","2026-03-21 16:52:02.214558"
861,"Rock The Boat","The Hues Corporation","films","So I'd like to know where, you got the notion Said I'd like to know where, you got the notion To rock the boat (don't rock the boat, baby) Rock the boat (don't tip the boat over) Rock the boat (don't rock the boat, baby) Rock the boat Ever since our voyage of love began Your touch has thrilled me like the rush of the wind And your arms have held me safe from a rolling sea There's always been a quiet place to harbor you and me Our love is like a ship on the ocean We've been sailing with a cargo full of love and devotion So I'd like to know where, you got the notion Said I'd like to know where, you got the notion To rock the boat (don't rock the boat, baby) Rock the boat (don't tip the boat over) Rock the boat (don't rock the boat, baby) Rock the boat Up to now, we've sailed through every storm And I've always had your tender lips to keep me warm Oh, I need to have the strength that flows from you Don't let me drift away, my dear, when love can see me through Our love is like a ship on the ocean We've been sailing with a cargo full of love and devotion So I'd like to know where, you got the notion Said I'd like to know where, you got the notion So I'd like to know where, you got the notion Said I'd like to know where, you got the notion To rock the boat (don't rock the boat, baby) Rock the boat (don't tip the boat over) Rock the boat (don't rock the boat, baby) Rock the boat (don't tip the boat over) Rock the boat (whoo-ooh-ooh!) Rock the boat (rock on with your bad self) Rock the boat (rock on with your bad self) Rock the boat (rock on with your bad self) Roll yeah, roll yeah, roll yeah, baby Roll yeah, roll yeah, baby Rock the boat Rock the boat Rock the boat Rock the boat Rock the boat Rock the boat Rock the boat Rock the boat Rock the boat Rock the boat Rock the boat","happiness","9.5","{""tempo"": 107.61972045898438, ""energy"": 0.9036880135536194, ""danceability"": 0.76511549949646, ""acousticness"": 0.3522699475288391, ""instrumentalness"": 0.0880143791437149, ""valence"": 0.6424896121025085, ""key"": 0, ""mode"": 1, ""loudness"": 14.32529067993164, ""speechiness"": 0.8285044431686401, ""duration"": 198.29}","2008-01-01","2026-03-21 16:52:21.960007","2026-03-21 16:52:21.96001"
692,"Человек из дома вышел","Эдуард Хиль","pop","Поднялся рассвет над крышей, Человек из дома вышел Поглядеть на жизнь поближе Вздумал с утра. Человеку много ль надо- У него на сердце радость, Он смеётся снегопаду, Солнцу в небе и ветрам. Лай-ла-ла-ла-ла, Лай-ла-ла-ла-ла, Лай-ла-ла-ла-ла-ла. Ла-ла-ла, Лай-ла-ла-ла-ла, Лай-ла-ла-ла-ла, Солнцу в небе и ветрам. Человеку много ль надо- Надо, чтобы друг был рядом, Песня чтоб была на случай, Случай любой. Чтобы дома не забыли, Чтобы следом письма плыли, Чтобы в этих письмах были, Были строчки про любовь. Лай-ла-ла-ла-ла, Лай-ла-ла-ла-ла, Лай-ла-ла-ла-ла-ла. Ла-ла-ла, Лай-ла-ла-ла-ла, Лай-ла-ла-ла-ла, Были строчки про любовь. Человеку много ль надо- Чтоб в природе был порядок, И была бы жизнь длиннее, Чтобы шагать. Чтоб не тёрла плечи ноша, Повстречать людей хороших, Да и счастье тоже надо, Тоже надо повстречать. Лай-ла-ла-ла-ла, Лай-ла-ла-ла-ла, Лай-ла-ла-ла-ла-ла. Ла-ла-ла, Лай-ла-ла-ла-ла, Лай-ла-ла-ла-ла, Счастье надо повстречать, Счастье надо повстречать, Счастье надо повстречать.","happiness","9.5","{""tempo"": 136.56936645507812, ""energy"": 0.7705038189888, ""danceability"": 0.10707976669073105, ""acousticness"": 0.8230963945388794, ""instrumentalness"": 0.20784464478492737, ""valence"": 0.3794679641723633, ""key"": 0, ""mode"": 0, ""loudness"": 17.62567901611328, ""speechiness"": 0.9031461477279663, ""duration"": 151.04}","2021-01-01","2026-03-21 16:52:39.847664","2026-03-21 16:52:39.847666"
700,"You Keep Me Hangin' On","Vanilla Fudge","pop","Set me free, why don't you, babe? Get out my life, why don't you, babe? (Ooh-ooh-ooh-ooh) You really don't want me You just keep me hangin' on You really don't need me You just keep me hangin' on You said, when we broke up You just wanna be friends But how can we still be friends When seeing you only breaks my heart again? There ain't nothing I can do about it You know I need love (Set me free, why don't you, babe?) I'm talkin' 'bout love (Get out my life, why don't you, babe?) Ooh-ooh-ooh-ooh You really don't want me You just keep me hangin' on You really don't need me You just keep me hangin' on Get out my life, why don't you, babe? (Ooh-ooh-ooh-ooh) Get out my life, why don't you, babe? (Ooh-ooh-ooh-ooh) Get out my life, why don't you, babe? (Ooh-ooh-ooh-ooh) Get out my life, why don't you, babe? (Ooh-ooh-ooh-ooh) Hey Come on to me now","sadness","8.2","{""tempo"": 172.26593017578125, ""energy"": 0.8879622220993042, ""danceability"": 0.4164784252643585, ""acousticness"": 0.04140179231762886, ""instrumentalness"": 0.2627761662006378, ""valence"": 0.5513600707054138, ""key"": 0, ""mode"": 0, ""loudness"": 19.219484329223633, ""speechiness"": 0.7898038029670715, ""duration"": 174.93}","2016-01-01","2026-03-21 16:53:12.646856","2026-03-21 16:53:12.646858"
1005,"Dancing Queen","ABBA","pop","(Ooh, ooh) ooh, you can dance, you can jive Having the time of your life Ooh-ooh, ooh, see that girl, watch that scene Digging the dancing queen Friday night and the lights are low Looking out for a place to go, mm Where they play the right music Getting in the swing You come to look for a king Anybody could be that guy Night is young and the music's high With a bit of rock music, everything is fine You're in the mood for a dance And when you get the chance You are the dancing queen young and sweet, only 17 Dancing queen Feel the beat from the tambourine, oh yeah You can dance, you can jive Having the time of your life Ooh-ooh, ooh, see that girl, watch that scene Digging the dancing queen You're a tease, you turn 'em on Leave 'em burning and then you're gone Looking out for another, anyone will do You're in the mood for a dance And when you get the chance You are the dancing queen young and sweet, only 17 Dancing queen Feel the beat from the tambourine, oh yeah You can dance, you can jive Having the time of your life Ooh-ooh, ooh, see that girl, watch that scene Digging the dancing queen Digging the dancing queen","happiness","9.1","{""tempo"": 100.8127212524414, ""energy"": 0.8035202026367188, ""danceability"": 0.6118980646133423, ""acousticness"": 5.776724356110208e-05, ""instrumentalness"": 0.11232761293649673, ""valence"": 0.7681663036346436, ""key"": 0, ""mode"": 1, ""loudness"": 9.074034690856934, ""speechiness"": 0.8561041355133057, ""duration"": 226.45}","2012-01-01","2026-03-21 16:53:27.624366","2026-03-21 16:53:27.624368"
711,"Bend Me, Shape Me","The American Breed","rock","You are all the woman I need And baby, you know it (know it, know it, know it) You can make this beggar a king A clown or a poet (poet, poet, poet) I'll give you all that I own You've got me standing in line Out in the cold Pay me some mind Bend me, shape me Anyway you want me 'Long as you love me It's all right Bend me, shape me Anyway you want me You got the power You to turn on the light Everybody tells me I'm wrong To want you so badly (badly, badly, badly) But there's a force driving me on I follow it gladly (gladly, gladly, gladly) So, let them laugh, I don't care 'Cause I got nothing to hide All that I want Is you by my side Bend me, shape me Any way you want me 'Long as you love me It's all right Bend me, shape me Any way you want me You got the power To turn on the light And bend me, shape me Any way you want me 'Long as you love me It's all right Bend me, shape me Any way you want me You got the power To turn on the light","happiness","9.2","{""tempo"": 124.25395965576172, ""energy"": 0.9384542107582092, ""danceability"": 0.3416256606578827, ""acousticness"": 0.10343113541603088, ""instrumentalness"": 0.09800047427415848, ""valence"": 0.42473870515823364, ""key"": 0, ""mode"": 1, ""loudness"": 16.493160247802734, ""speechiness"": 0.8945794105529785, ""duration"": 148.65}","1968-01-01","2026-03-21 16:56:52.555681","2026-03-21 16:56:52.555684"
